id,msbase,ms1800,ms1815,ms1830,ms1845,ms1900,ms1915,ms1930,ms1945,ms2000,ms2015,ms2030,ms2045,ms2100,ms2115,speedlimit
13771,,,,,,,,,,,,,,,,20
13772,24,25,19,34,22,23,,,12,,28,,34,23,,35
13773,27,29,,27,25,,,32,,34,,,,36,26,35
13774,42,38,21,35,60,40,31,39,27,69,,43,,,42,50
13775,17,27,13,20,42,,8,36,,,,,,,,50
13776,21,,15,22,,,,2,39,,,,32,33,,35
13777,28,40,32,,,,,,32,,,,,,,35
13778,18,,50,,,,23,,,,,,21,11,7,50
13779,28,,22,,,,,,32,,,,,,,20
13780,23,,,,,,,,,,,,,,,20
13781,,,,,,,,,,,,,,,,20
13782,,,,,,,,,,,,,,,,20
13783,19,,50,4,,,,54,47,,10,44,,,,50
13784,34,40,42,37,42,30,25,43,28,40,41,41,34,46,42,50
13785,25,,,,,,,,,,,,,,,20
13786,8,,,,20,,,,,,,,,,,20
13787,17,,37,,,,37,,,,,32,26,47,36,50
13788,16,,50,,,,,51,47,,10,44,,,,50
13789,34,46,50,46,49,40,47,43,46,38,46,50,55,46,45,50
13790,15,19,,17,9,,,14,18,17,8,,,18,19,35
13791,24,52,,39,29,43,,,35,,36,,34,15,,35
13792,35,39,42,40,41,30,35,39,40,39,36,37,42,41,42,50
13793,35,47,51,47,48,37,47,43,42,38,46,47,51,45,45,50
13794,36,39,41,40,42,31,35,39,40,39,37,34,42,43,42,50
13795,25,,19,,,,,,28,,,,,,,20
13796,19,,,,,,,,,,,,,,,20
13797,21,,9,22,,,,1,38,,,,32,33,,35
13798,26,40,32,,30,,,,31,,,,,,,35
13799,6,4,,8,,,,,,,,,,,,35
13800,10,12,,,12,,,43,18,10,24,,,8,13,35
13801,33,45,51,47,47,41,47,44,42,37,44,46,51,43,40,50
13802,15,,,,,,,,,,23,,,,,35
13803,,,,,,,,,,,,,,,,35
13804,24,24,,24,32,,,30,,23,,,,40,28,35
13805,21,21,,21,37,16,,,,,22,,26,,,35
13806,35,39,41,40,45,30,35,40,46,39,36,37,34,37,42,50
13807,34,,43,19,35,,,59,,,,,,,,50
13808,92,94,93,96,94,95,96,97,98,98,102,98,100,98,99,100
13809,20,,21,,,,,32,,,,,,,,35
13810,,,5,,,,,,,,,,,,,35
13811,,,,,,,,,,,26,,,,,35
13812,31,,18,,,,33,,,,,,39,31,30,50
13813,33,29,35,37,,25,31,,,,34,33,35,36,,35
13814,25,17,27,15,15,33,16,40,,,,14,,26,27,35
13815,,,,,,,,,,,,,,,,35
13816,,,,,,,,,,,,,,,,35
13817,22,,,,,,,,,,,,,,,35
13818,,,,,,,,,,,22,,,,,35
13819,22,,,,,,,,,,17,,,,,35
13820,,,,,,,,,,,,,,,,35
13821,8,18,10,8,4,6,7,15,,20,,7,,10,11,35
13822,29,23,36,30,,25,6,,,,27,31,26,36,,35
13823,17,22,4,,,,,,,,,,,,,35
13824,,,21,,,,,38,,,,,,,,35
13825,18,22,13,,,,20,,,,,,,,,35
13826,11,,13,,,,,,16,,,,10,18,,35
13827,3,,,,,,,,,,,,,,,20
13828,,,,,,,,,,,27,,,,,35
13829,,,,,,,,,,,,,,,,35
13830,13,5,32,,,,22,,,,,,25,16,10,50
13831,29,13,43,28,31,,,39,,,,,,,,50
13832,,,,,,,,,,,,,,,,35
13833,,,,,,,,,,,,,,,,35
13834,,,,,,,,,,,,,,,,35
13835,12,,,,,,2,,,65,,,20,,,35
13836,14,34,10,26,3,5,25,,,21,,,,9,25,35
13837,36,45,49,50,48,41,43,42,43,30,44,49,54,45,39,50
13838,15,,,,,,,46,,,,,,,,20
13839,,,,,,,,,,,,,,,,20
13840,9,,,,,,,46,,,,,,,,35
13841,22,27,27,,,,20,,,,,,,,,35
13842,22,,17,,,,,,39,,,,24,23,,35
13843,27,30,39,,53,30,,34,30,65,,39,,,31,50
13844,40,,50,40,,,,56,64,,36,47,,,,50
13845,,,,,,,,,,,,,,,,20
13846,,,,,,,,,,,,,,,,20
13847,,,,,,,,,,,,,,,,20
13848,,,,,,,,,,,,,,,,20
13849,15,,,,,,,,,,,,,,,20
13850,25,,,,,,,,,,,,,,,20
13851,,,,,,,,,,,,,,,,20
13852,32,39,43,35,,25,32,,,,36,37,30,,,35
13853,34,34,37,27,28,4,27,40,,,,14,,32,34,35
13854,,,,,,,,,,,,,,,,20
13855,,,,,,,,,,,,,,,,35
13856,,57,67,54,63,54,51,54,52,58,,59,,,,35
13857,58,,28,,,,,,,,,,,,,50
13858,,59,51,55,,63,,65,,,,68,,,,35
13859,53,,21,,,,,30,,,,,,,,50
13860,36,32,40,27,34,24,30,42,,,,14,,28,37,35
13861,35,36,45,42,,25,34,,,,40,38,41,,,35
13862,,,8,,,,,,,,,,,2,,20
13863,20,,,,,,,,,,,,,,,20
13864,,,,,,,,,,,,,,,,20
13865,,,,,,,,,,,,,,,,20
13866,,,,,,12,,,,,,,,,,35
13867,,,,,,,,,,,,,,,,20
13868,,,,,,,,,,,,,,,,20
13869,,,,,,,,,,,,,,,,35
13870,,,,,,,,,,,,,,,,35
13871,,,,,,,,,,,,,,,,20
13872,20,,,,,,,,,,,,,,,20
13873,,,21,,,,,29,,,,,,,,35
13874,,,26,,,,,,,,,,,,,35
13875,,16,23,,,,,,,,,,,36,,35
13876,,,,,,,,,,,,,,,,35
13877,,,,,,,,,,,,,,,,35
13878,,,,,,,,,,,22,,,,,35
13879,23,,21,,,,,,,,,,,,,35
13880,13,,21,,,,,29,,,,,,,,35
13881,22,,,,,,,,,,22,,,,,35
13882,26,37,54,21,38,,48,,,34,64,43,32,45,33,50
13883,50,65,27,,,54,70,58,41,,,,,,,80
13884,33,,21,,,,36,38,,,,,51,41,35,50
13885,43,,57,,,36,53,45,,,,5,53,47,39,50
13886,72,91,90,84,81,62,88,74,83,70,91,88,86,,87,50
13887,38,,46,46,35,,,41,,,,,,,,50
14012,,,,,,,,,,,,,,,,30
13888,61,39,5,10,70,67,64,91,92,109,82,82,88,51,87,50
13889,20,,,,,,,,,,,,,,,20
13890,39,,,,,,,,,42,,,,,,35
13891,40,,,,,41,,45,37,,,,,,,35
13892,95,98,99,99,96,96,103,95,96,97,99,98,109,99,101,100
13893,96,99,99,97,97,94,102,96,98,96,102,101,108,101,101,100
13894,94,93,90,95,82,54,31,19,11,21,91,97,97,103,99,100
13895,90,44,79,98,98,99,96,98,97,98,99,99,96,90,98,100
13896,85,,,,,41,39,45,33,,,,,,,35
13897,41,,,,,,43,,,44,,,,,,35
13898,94,94,96,96,95,90,91,92,95,93,101,101,101,103,101,100
13899,92,45,79,99,99,99,98,99,99,99,100,100,97,93,99,100
13900,94,92,96,95,91,91,90,93,93,93,101,101,101,103,100,100
13901,,,,,,,,,,,,,,,,60
13902,,,,,,,,,,,,,,,,60
13903,,,,,,,,,,,,,,,,35
13904,,,,,,,,,,,,,,,,35
13905,,,,,,,,,,,,,,,,35
13906,,,,,,,,,,,,,,,,35
13907,,,,,,57,41,51,26,,,,,,,35
13908,41,,,,,,53,,,,,,,,,35
13909,44,,,,,,55,,,56,,,,,,35
13910,58,,,,,51,40,38,41,,,,,,,35
13911,25,8,,29,,17,,24,,,,,,,,50
13912,12,38,,,5,14,16,33,29,21,,,,,,50
13913,54,32,65,32,,,51,56,,58,,48,,59,54,50
13914,43,54,55,55,26,49,32,51,40,37,55,51,,63,,50
13915,45,51,63,48,,,51,55,,60,,47,,53,57,50
13916,,,,,,,,,,,,,,,,50
13917,,,,,,,,,,,,,,,,50
13918,56,57,57,44,48,42,52,52,52,,54,64,,69,,50
13919,54,58,51,55,48,52,52,53,50,,48,66,,69,,50
13920,31,51,62,49,,,53,53,,65,,48,,52,58,50
13921,28,,,,,,,,,,,,,,,20
13922,16,,,,,,,,,,,,,,,20
13923,41,50,61,48,,,51,49,,62,,46,,50,56,50
13924,,,,,,,,,,,,,,,,20
13925,,,,,,,,,,,,,,,,20
13926,,,,,,,,,,,,,,,,20
13927,,,,,,,,,,,,,,,,20
13928,,,,,,,,,,,,,,,,20
13929,,,,,,,,,,,,,,,,20
13930,20,,,,,,,,,,,,,,,20
13931,19,19,16,,,,,23,,,,,,,,20
13932,54,59,53,55,48,53,51,55,51,,47,66,,67,,50
13933,61,57,55,62,64,56,53,54,52,62,,64,,,,50
13934,60,57,57,69,,63,,69,,,,80,,,,50
13935,47,34,54,61,,55,,67,,,,64,,,,50
13936,55,52,11,58,54,53,44,47,39,47,,54,,,,50
13937,57,51,64,,,,51,55,80,66,,50,,71,57,50
13938,60,60,59,69,61,45,,53,46,34,57,,,66,,50
13939,60,62,61,67,68,59,,64,67,55,63,,,72,,50
13940,58,51,,65,,,50,51,72,70,,54,,67,59,50
13941,43,56,39,43,,34,,51,,,,54,,,,50
13942,29,29,,32,8,16,9,33,14,10,,37,,,,50
13943,56,55,,62,,,54,51,67,64,,53,,65,57,50
13944,57,59,60,58,68,62,,64,67,55,63,,,72,,50
13945,56,58,,58,,,51,49,44,59,,51,,59,57,50
13946,45,34,49,43,,,64,54,,51,49,45,,56,48,50
13947,,19,,,,,,,32,,,,,,,20
13948,21,8,34,,,,64,,,42,47,44,,,,20
13949,52,54,56,54,58,63,,64,68,53,56,,,63,,50
13950,,38,,37,41,46,29,42,43,39,,35,,,,20
13951,16,6,12,41,,,20,,,5,34,44,,,,20
13952,,51,,45,43,48,36,42,47,41,,42,,,,20
13953,42,21,42,48,,29,,,,42,48,39,,,,20
13954,,31,,29,41,41,29,42,45,39,,35,,,,20
13955,21,4,7,41,,,16,,,2,34,41,,,,20
13956,,24,,,,,,,,,,,,,,20
13957,,,,,,,,,,,,,,,,20
13958,9,,,,,,,,,,,,,,,20
13959,,,,,,,,16,,,,,,,,20
13960,31,,22,,,,,24,,,,,,,,20
13961,22,,,,,,,,,,,,,,,20
14013,14,26,,,,,,,,,,,20,,,30
13962,,,,,,31,,,,,,,,50,,60
13963,,51,61,53,,51,53,53,49,,38,49,,,,60
13964,24,24,18,,,,,23,,,,,,,,20
13965,20,,,,,,,,,,,,,,,20
13966,19,20,17,,,,,21,,,,,,,,20
13967,20,,,,,,,,,,,,,,,20
13968,,,,,,,,,,,,,,,,20
13969,,,,,,,,,,,,,,,,20
13970,,,,,,,,,,,,,,,,20
13971,,,,,,,,,,,,,,,,20
13972,,,,,,,,,,,,,,,,20
13973,,,,,,,,,,,,,,,,20
13974,,,,,,,,,,,,,,,,20
13975,,,,,,,,,,,,,,,,20
13976,,,,,,,,,,,,,,,,20
13977,,,,,,,,,,,,,,,,20
13978,,,,,,,,,,,,,,,,20
13979,,,,,,,,,,,,,,,,20
13980,54,56,53,57,51,53,52,56,50,,47,63,,65,,50
13981,,,,,,,,,,,,,,,,20
13982,,,,,,,,,,,,,,,,20
13983,,,,,,,,,,,,,,,,20
13984,,,,,,,,,,,,,,,,20
13985,,,,,,,,,,,,,,,,20
13986,,,,,,,,,,,,,,,,20
13987,,,,,,,,,,,,,,,,20
13988,,,,,,,,20,,,,,,,,20
13989,,,,,,,,,,,,,,,,20
13990,,,,,,,,,,,,,,,,20
13991,,,,,,,,,,,,,,,,20
13992,,,,,,,,,,,,,,,,20
13993,,,,,,,,,,,,,,,,20
13994,,,,,,,,,,,,,,,,20
13995,29,,,,,,,,,,,,,,,30
13996,,,,,,,,,,,,,,,,30
13997,,,,,,,,,,,,,,,,30
13998,31,,,,,,,,,,,,,,,30
13999,,,,,,,,,,,,,,,,35
14000,,,,,,,,,,,,,,,,35
14001,10,,,,,19,5,,,,,,,,,30
14002,,,,,,,,,,,,,,,,20
14003,,,,,,,,,,,,,,,,20
14004,15,24,,,,,,,,,,,12,,,30
14005,23,,,,,36,,,24,,,23,,,,30
14006,,,,,,,20,,,,,,,,,30
14007,55,58,59,44,64,55,56,56,54,68,66,53,57,63,,50
14008,25,41,37,3,34,29,35,41,36,31,23,45,39,31,41,50
14009,45,28,50,46,50,54,47,46,54,55,53,52,55,50,,50
14010,22,,,,,31,18,,24,,,24,,,,30
14011,15,24,,,,,,,,,,,12,,,30
14014,18,,,,,27,21,,4,,,18,,,,30
14015,,,,,,,,,,,,,,,,20
14016,,,,,,,,,,,,,,,,20
14017,,,,,,,,,,,,,,,,20
14018,,,,,,,,,,,,,,,,20
14019,,,,,,,,,16,,,16,,,,35
14020,,15,,,,,,,,,,,15,,,35
14021,20,,25,,,,,25,22,26,,27,,35,21,30
14022,22,,25,,,,,23,22,29,,24,,35,20,30
14023,11,18,,,,,,,,,,,2,,,30
14024,19,,,,,30,,,22,,,24,,,,30
14025,25,,25,,,,,23,22,29,,23,,35,20,30
14026,,,,,,,17,,,,,,,,,30
14027,11,24,,,,,,,19,,,,18,,,30
14028,14,,,,,28,20,,4,,,22,,,,30
14029,62,59,65,,65,62,62,60,54,64,77,53,58,71,,50
14030,25,,23,,,,16,24,24,30,,25,,35,22,30
14031,22,,,,,29,24,,22,4,,27,,,,30
14032,28,25,31,,,,22,29,22,35,,33,23,35,28,30
14033,,,,,,,22,,,,,,,,,30
14034,25,,,,,34,,,20,,,23,,,,30
14035,14,19,,,,,,,,,,,4,,,30
14036,,,,,,,,,,,,,,,,15
14037,,,,,,,,,,,,,,,,15
14038,27,,,,,26,,26,,,,,,24,,30
14039,24,20,,22,,23,,27,26,35,,28,,35,24,30
14040,22,,23,,,7,,30,,,,,,31,,30
14041,,,,,,,,,,,,,,,,60
14042,23,21,,25,,24,,,,,,,,16,33,30
14043,,,,,,,,,,,,,,,,60
14044,12,,,6,,,,,,,,,,2,,15
14045,5,,,,,2,,,,,,,,,,15
14046,9,,,,,,,,,,,,,,,30
14047,,,,,,,,,,,,,,,,60
14048,23,,,,,29,,,,,,,,,,30
14049,,,,,,,,,,,,,,,,60
14050,,,,,,,,,,,,,,,,35
14051,20,,25,,,,,25,25,41,,30,,35,26,30
14052,,,,,,,,,,,,,,,,35
14053,9,,,,,,,,,,,,,,,30
14054,18,,,,,27,,,,,,,,,,30
14055,18,,21,,,,,26,20,34,,30,,35,23,30
14056,43,36,,40,,41,,31,,,,,,57,,50
14057,,,,,,,,,,,,,,,,60
14058,43,3,3,5,46,32,,,50,,,,,42,47,50
14059,,,,,,,,,,,,,,,,60
14060,38,,,,4,29,18,,,,,,,,16,30
14061,,,,,,,,,,,,,,,,50
14062,,,,,,,,,,,,,,,,50
14063,34,1,4,3,29,4,4,,17,,,,,33,42,50
14064,,,,,,,,,,,,,,,,60
14065,30,13,,21,,17,,67,,,,,,73,,50
14066,,,,,,,,,,,,,,,,60
14067,46,10,6,8,13,4,4,6,12,8,62,47,50,45,42,50
14068,17,6,11,9,10,4,7,6,7,11,56,56,46,20,45,50
14069,22,,28,,,,,26,26,10,,31,,35,27,30
14070,55,7,,,,,,,,,,,,,,50
14071,30,14,,17,,22,,,,,,,,,,50
14072,,,,,,,,,,,,,,12,,15
14073,21,,,,,3,,,,,,,,,,15
14074,26,4,,29,,27,,,,,,,,,64,30
14075,29,,31,,,,,28,,,,,,22,,30
14076,31,23,,28,,28,,,,,,,,,37,30
14077,27,,32,,,,,35,,,,,,33,,30
14078,20,,,6,,,,,,,,,,2,,15
14079,4,,,,,2,,,,,,,,,,15
14080,36,,,,32,36,35,,,,,,,,32,30
14081,18,,27,,,,,,,,,,,,,30
14082,15,,,19,,,,,,,,,,,,30
14083,49,,,23,,34,,51,,32,56,,,,,30
14084,40,,,,37,40,,38,61,,,,38,,,30
14085,51,,,29,,33,,59,,32,53,,,,,30
14086,28,,,,38,43,,36,62,,,,39,,,30
14087,30,34,27,28,23,37,25,20,36,18,34,44,46,14,38,50
14088,,,,,,,,,,,28,,,,,30
14089,26,,,,,,,,,,,,,,,30
14090,,,,,,,,,,,,,,,,30
14091,,,,,,,,,,,,,,,,30
14092,28,32,28,31,25,37,30,6,36,,30,46,46,14,38,50
14093,10,,,,,55,24,,1,7,,,5,,,50
14094,12,,,,,,,,22,,,,,,,50
14095,,,,,,,,,,,,,,,,30
14096,,,,,,,,,,,,,,,,30
14097,63,52,43,65,59,69,69,59,61,56,,68,60,60,96,50
14098,54,42,44,55,50,59,50,41,49,49,,60,60,50,109,50
14099,16,,,,,,,,,,,,,,,30
14100,,,,,,,,,,,28,,,,,30
14101,,,,,,,,,,,,,,,,30
14102,,,,,,,,,,,,,,,,30
14103,28,19,24,25,38,44,49,25,30,20,48,52,51,33,55,50
14104,66,68,72,71,76,60,78,88,54,72,68,61,67,72,64,80
14105,69,57,66,66,65,65,77,70,62,37,,69,60,72,77,80
14106,40,,,,31,38,,35,58,,,,36,,,30
14107,44,,,29,,34,,49,,32,50,,,,,30
14108,,,,,,,,,,,,,,,,30
14109,,,,,,,,,,,,,,,,30
14110,,,,,,,,,,,,,,,,30
14111,,,,,,,,,,,,,,,,30
14112,,,,,,,,,,,,,,,,30
14113,,,,,,,,,,,,,,,,30
14114,,,,,,,,,,,,,,,,30
14115,,,,,,,,,,,,,,,,30
14116,39,33,37,39,39,44,40,29,37,39,,40,39,41,49,50
14117,36,29,25,16,37,40,33,35,54,35,43,43,46,14,38,50
14118,,,,,,,,,,,,,,,,30
14119,,,,,,,,,,,,,,,,30
14120,,,,,,,,,,,,,,,,30
14121,,,,,,,,,,,,,,,,30
14122,20,,,,,,,,,,,,,,,30
14123,,,,,,,,,,,,,,,,30
14124,21,,,,,,,,,,,,,,,30
14125,,,,,,,,,,,,,,,,20
14126,32,38,34,,,,30,34,31,10,,35,32,35,42,50
14127,10,,,,,55,1,,1,7,,,5,,,50
14128,,,,,,,,,,,,,,,,50
14129,,,,,,,,,,,,,,,,30
14130,42,42,43,46,44,48,46,30,45,43,,47,39,49,109,50
14131,,,,,,,,,,,,,,,,30
14132,,,,,,,,,,,,,,,,30
14133,,,,,,,,,,,,,,,,20
14134,35,34,25,23,37,38,33,35,54,35,43,43,47,14,38,50
14135,39,39,41,39,40,45,37,28,40,39,,41,39,42,36,50
14136,38,,,23,,29,,40,,32,40,,,,,30
14137,22,,,,8,10,,15,20,,,,7,,,30
14138,27,,13,,,12,13,,14,,,,,,,30
14139,,,,,,,,,,,,,,,,30
14140,,,,,,,,,,,,,,,,30
14141,20,,,,,28,15,,22,,,12,,,,30
14142,15,24,,,,,,,,,,,12,,,30
14143,34,,,,,,,,,,,,,,,30
14144,,,,,,,,,,,,,,,,30
14145,34,28,38,39,33,36,32,34,34,28,38,45,39,36,39,50
14146,43,22,40,7,43,54,36,42,54,55,49,45,55,50,,50
14147,18,,,,,36,4,,5,15,,,16,,,50
14148,31,30,34,,,,22,30,22,26,,35,32,35,39,50
14149,,,,,,,,,,,,,,,,30
14150,,,,,,,,,,,,,,,,30
14151,27,,,,,,,,,,,,,,,30
14152,,,,,,,,,,,,,,,,30
14153,,,,,,,,,,,,,,,,30
14154,37,26,28,5,32,40,16,32,54,35,38,45,47,29,38,50
14155,37,31,39,39,29,40,40,30,36,39,40,44,39,40,55,50
14156,,,,,,,,,,,,,,,,30
14157,23,,,,,,,,,,,,,,,30
14158,24,,,,,,,,,,,,,,,30
14159,,,,,,,,,,,,,,,,30
14160,22,,,,,,,,,,,,,,,30
14161,,,,,,,,,,,,,,,,30
14162,22,,,,,28,16,,18,,,10,,,,30
14163,15,25,,,,,,,,,,,12,,,30
14164,39,16,39,5,43,44,5,32,54,37,33,45,50,50,,50
14165,36,28,39,39,32,38,38,34,35,34,38,44,39,36,55,50
14166,54,78,49,43,60,44,76,81,38,70,44,64,53,54,33,80
14167,,,,,,,,,,,,,,,,20
14168,,,,,,,,,,,,,,,,20
14169,,,,,,,,,,,,,,,,20
14170,,,,,,,,,,,,,,,,20
14171,,,,,,,,,,,,,,,,20
14172,,,,,,,,,,,,,,,,20
14173,,,,,,,,,,,,,,,,20
14174,,,,,,,,,,,,,,,,20
14175,,,,,,,,,,,,,,,,20
14176,,,,,,,,,,,,,,,,20
14177,,,,,,,,,,,,,,,,20
14178,,,,,,,,,,,,,,,,20
14179,,,,,,,,,,,,,,,,20
14180,,,,,,,,,,,,,,,,20
14181,38,43,28,33,47,,,,29,,,,,63,46,35
14182,41,46,52,39,,40,37,,,39,28,,,,,35
14183,42,54,39,53,48,,,,35,,,,,69,47,35
14184,,,,,,,,34,,,,,,,,35
14185,,,16,,,,,,,,,,,,,35
14186,34,36,30,39,,32,29,,,29,34,,,,,35
14187,33,28,34,39,,35,29,,,36,28,,,,,35
14188,23,,,,,,,,,,,,,,,35
14189,,,,,,,,,,,14,,,,,35
14190,,,,,,,,,,,,,,,,35
14191,,,19,,,,27,,,,,,,,,35
14192,,,,,,,,,,,,,,,,20
14193,,,,,,,,,,,,,,,,35
14194,,,,,,,,,,,,,,,,20
14195,,,,,,,,,,,27,,,,,35
14196,,,,,,,,,,,,,,,,20
14197,26,,,,,,,,,,,,,,,35
14198,,,,,,,,,,,,12,,,,20
14199,,,,,,,,,,,,,,,,35
14200,26,,,,,,,,,,,,,,,35
14201,,,,,,,,,,,,12,,,,35
14202,,,,,,,,,,,,,,,,35
14203,,,,,,,,,,,,,,,,35
14204,,,,,,,,,,,,,,,,35
14205,,,,,,,,,,,18,,,,,35
14206,,,,,,,,,,,,,,,,20
14207,16,,,,,,,,,,,,,,,30
14208,,,,,,,,,,,,13,,,,20
14209,,,,,,,,,,,,,,,,20
14210,27,,,,,,,,,,,,,,,35
14211,,,,16,,,,,,,,,,,,20
14212,23,,,,,,,,,,,,,,,35
14213,,,,,,,,,,,,,,,,20
14214,,,,,,,,,,,,,,,,35
14215,,,19,,,,25,,,,,,,,,20
14216,33,38,33,38,27,37,34,,50,42,,39,40,,49,50
14217,37,13,,29,43,,,29,40,44,40,33,,43,37,50
14218,14,,,,,,,,,,,13,,,,30
14219,,,,,,,,,,,,,,,,20
14220,,,,,,,,,,,,,,,,20
14221,14,,,,,,,,,,,,,,,20
14222,,,,,,,,,,,,,,,,20
14223,,,,,,,,,,,,,,,,35
14224,,,,,,,,,,,,,,,,35
14225,,,,,,,,,,,,,,,,20
14226,,,,,,,,,,,,,,,,20
14227,,,,,,,,,,,,,,,,35
14228,,,,,,,,,,,,,,,,35
14229,,,,,,,,,,,,,,,,35
14230,,,,,,,,,,,,,,,,35
14231,,,,,,,,,,,,,,,,20
14232,,,,,,,,,,,,,,,,20
14233,,,,,,,,,,,,,,,,20
14234,,,,,,,,,,,,,,,,20
14235,,,,,,,,,,,,,,,,20
14236,,,,,,,,,,,,,,,,20
14237,,,,,,,,,,,,,,,,35
14238,,,,,,,,,,,,,,,,35
14239,,,,27,,,,,,,,,,,,35
14240,,,,,,,,,,,,,,,,35
14241,,,,,,,,,,,,,,,,20
14242,,,,,,,,,,,,,,,,20
14243,,,,,,,,,,,,,,,,20
14244,,,,,,,,,,,,,,,,20
14245,,,,,,,,,,,,,,,,20
14246,,,,,,,,,,,,,,,,20
14247,,,,,,,,,,,,,,,,35
14248,,,,,,,,,,,,,,,,35
14249,,,,,,,,,,,,,,,,20
14250,,,,,,,,,,,,,,,,20
14251,,,,,,,,,,,,,,,,35
14252,,,,,,,,,,,,,,,,35
14253,,,,,,,,,,,,,,,,20
14254,,,,,,,,,,,,,,,,20
14255,,,,,,,,,,,,,,,,20
14256,,,,,,,,,,,,,,,,20
14257,,,,,,,,,,,,,,,,35
14258,,,,25,,,,,,,,,,,,35
14259,,,,,,,,,,,,,,,,35
14260,,,,27,,,,,,,,,,,,35
14261,,,,,,,,,,,,,,,,20
14262,,,,,,,,,,,,,,,,20
14263,,,,,,,,,,,,,,,,35
14264,,,,,,,,,,,,,,,,35
14265,51,,,,53,51,,57,74,,,,60,,,60
14266,61,,,67,,,,73,,38,70,,,,,60
14267,,,,,,,,,,,,,,,,35
14268,,,,,,,,,,,,,,,,35
14269,,,,,,,,,,,,,,,,35
14270,,,,,,,,,,,,,,,,35
14271,48,,,,50,47,,46,74,,,,47,,,60
14272,57,,,52,,,,40,,36,49,,,,,60
14273,36,,,,,,,,,,,,,,,30
14274,,,,,,,,,,,42,,,,,30
14275,,,,,,,,,,,,,,,,30
14276,,,,,,,,,,,,,,,,30
14277,30,,,59,,,,54,,37,71,,,,,60
14278,53,,,,53,51,,56,78,,,,62,,,60
14279,28,,,,,,18,,,,,,,,,50
14280,28,,,,,,,20,,,,,,,,50
14281,,,,,,,,,,,,,,,,30
14282,34,,,,,,,,,,,,,,,30
14283,26,,,,,,17,,,,,,,,,50
14284,17,,,,,,,19,,,,,,,,50
14285,33,,,,,,,,,,,,,,,35
14286,37,,,,,,,,,,,,,,,35
14287,28,,,,,,17,,,,,,,,,50
14288,17,,,,,,,20,,,,,,,,50
14289,25,,,,,,,,,,,,,,,35
14290,,,,,,,,,,,,,,,,20
14291,43,,,,,,,,,,,,,,,50
14292,,45,,58,11,,,42,45,50,24,38,,47,36,20
14293,,,,,,,,,,,,,,,,35
14294,,,,,8,,,,,,,,,,,20
14295,14,,,,,,,,,,,,,,,35
14296,,,10,,,,17,,,,,,,,,20
14297,,,,,,,,,,,,,,,,35
14298,,,,12,,,,,23,,,,,,,20
14299,,,,,,,,,,,,,,,,35
14300,,,,,16,,,,,,,,,,,20
14301,,,,,,,,,,,,,,,,35
14302,,,,,,,,,,,,,,,,20
14303,,,,,,,,,,,,,,,,35
14304,,,,,,,,,,,,,,,,20
14305,,,,,,,,,,,,,,,,20
14306,42,,,,,,,,,,,,,,,50
14307,,32,,47,,40,,,51,36,,32,43,,45,20
14308,,,,,,,,,,,,,,,,35
14309,,,,,,,,,,,,,,,,20
14310,12,,,,,,,,,,,,,,,35
14311,,,13,,,,26,,,,,,,,,20
14312,,,,,,,,,,,,,,,,35
14313,,61,52,46,60,51,49,,48,51,52,,,,,35
14314,54,,,,,,,,,,,,,,,50
14315,,,,,,,,,,,,,,,,20
14316,,,,,,,,,,,,,,,,35
14317,,,,,,,14,,23,,,,,,,20
14318,27,,,,,,,,,,,,,,,35
14319,26,,11,36,42,,44,28,25,42,,,,18,,35
14320,52,,12,,,,17,,,,,,,,,50
14321,,,,,18,,,,,,,,,,,35
14322,44,44,,59,,,,39,45,51,,39,,47,34,50
14323,42,41,,47,38,41,,,52,36,,46,50,,46,50
14324,44,42,,59,,,,43,45,51,,38,,47,32,50
14325,42,37,,47,17,40,,,52,36,,46,44,,46,50
14326,19,,,6,,,,,,,11,,,,,35
14327,,,,,,,,,,,,,,,,35
14328,43,45,,59,,,,42,45,50,11,39,,47,36,50
14329,,,,,,,,,,,,,,,,20
14330,,,,,,,,,,,,,,,,20
14331,39,,,,,,,,,,,,,,,35
14332,20,,,,,,,,23,17,,,,,,35
14333,23,,,,,,,,23,19,,,,,,35
14334,34,,,,,,,,,,,,,,,35
14335,23,,,,,,,,23,20,,,,,,35
14336,29,,,,,,,,,,,,,,,35
14337,,,,,,,,,24,23,,,,,,35
14338,22,,,,19,,,,,,,,,,,35
14339,27,,,,,,,,,,,,,,,35
14340,29,,26,,,,26,,,,,,,,,35
14341,39,,,,,,,,31,27,,,,,,50
14342,22,43,,55,,,,42,41,49,,36,,47,33,35
14343,42,,,,,,,,,,,,,,,50
14344,30,41,,46,40,42,,,52,36,,44,50,,46,35
14345,,,,,,,,,,,,,,,,35
14346,,,,56,51,,51,57,,52,,,,47,,35
14347,64,,,,,,,,,,,,,,,50
14348,48,62,48,50,,45,54,,,,49,,,,,50
14349,,,,,,,,,,,,,,,,20
14350,,,,,,,,,,,,,,,,20
14351,56,64,52,51,59,50,54,,31,31,57,,,,,50
14352,65,,,57,51,,51,57,57,50,,,,44,,50
14353,61,,,55,51,,50,54,56,50,,,,44,,50
14354,57,67,50,51,64,52,54,,39,50,53,,,,,50
14355,57,68,50,48,64,52,54,,48,53,53,,,,,50
14356,58,,22,46,48,,47,45,48,47,,,,38,,50
14357,,,,,,,,,,,,,,,,20
14358,,,,,,,,,,,,,,,,20
